Date,Momentum,Value,Size,Quality,LowVol
2015-04-17,0.0,0.0,-0.000283569746922634,0.0,0.0061260982735699306
2015-04-20,0.0,0.0,0.0005771856583182567,0.0,-0.005938914106514346
2015-04-21,0.0,0.0,-0.0007066000837135642,0.0,-0.00037734306713235624
2015-04-22,0.0,0.0,0.004726937784776608,0.0,-0.0051645938088454805
2015-04-23,0.0,0.0,0.0018316288218953047,0.0,0.004260751974226779
2015-04-24,0.0,0.0,0.005959574265137596,0.0,-0.0072132053752987325
2015-04-27,0.0,0.0,0.012302105675710521,0.0,-0.008632621581066306
2015-04-28,0.0,0.0,-0.0002957561523300215,0.0,0.0022894554115026966
2015-04-29,0.0,0.0,0.0011551207151158519,0.0,-0.002106743765188735
2015-04-30,0.0,0.0,0.0008449744755914344,0.0,0.009830864881116428
2015-05-01,0.0,0.0,0.0008697248315148263,0.0,-0.00739258421350656
2015-05-04,0.0,0.0,0.0006304748922987282,0.0,0.002825752600547185
2015-05-05,0.0,0.0,-0.0037162857089511198,0.0,0.00696297383840776
2015-05-06,0.0,0.0,-0.00476504328531201,0.0,0.0008342663365819517
2015-05-07,0.0,0.0,0.0057040871581930195,0.0,-0.011646227805171331
2015-05-08,0.0,0.0,-0.009082045336893628,0.0,0.008518841222675991
2015-05-11,0.0,0.0,0.0002821850639370786,0.0,-0.00024070903154322677
2015-05-12,0.0,0.0,0.0035956509904349508,0.0,0.0007528350765030746
2015-05-13,0.0,0.0,0.0009448808528294407,0.0,-0.003579972517906985
2015-05-14,0.0,0.0,-0.003020728485057838,0.0,-0.010564265204855237
2015-05-15,0.0,0.0,-0.0014711901432003602,0.0,0.0024460973344501945
2015-05-18,0.0,0.0,0.001011706688383737,0.0,-0.0027410404935387074
2015-05-19,0.0,0.0,-0.006263127209787155,0.0,0.005023098402324051
2015-05-20,0.0,0.0,0.001604013762369641,0.0,-0.0007429579997782539
2015-05-21,0.0,0.0,0.0014292112200688957,0.0,-0.005673581915247177
2015-05-22,0.0,0.0,0.003951966664756685,0.0,-0.006410108684134823
2015-05-26,0.0,0.0,0.0026100096862485926,0.0,0.0033881079874211713
2015-05-27,0.0,0.0,0.008729903381035426,0.0,-0.014274725915215773
2015-05-28,0.0,0.0,0.006010564195630888,0.0,0.0006224137316388648
2015-05-29,0.0,0.0,0.00597777859152931,0.0,-0.0018393494975709203
2015-06-01,0.0,0.0,-0.0019322464932126412,0.0,-0.0018823347666343073
2015-06-02,0.0,0.0,-0.004187713225839591,0.0,0.007290036340183188
2015-06-03,0.0,0.0,-0.007102062415662789,0.0,0.0020856330722220217
2015-06-04,0.0,0.0,-0.00026176313638653567,0.0,-0.003134180622979193
2015-06-05,0.0,0.0,-0.0010240249528663701,0.0,-0.00585908007502259
2015-06-08,0.0,0.0,-0.0017398217638300573,0.0,0.0076526412995876515
2015-06-09,0.0,0.0,0.002826041556434851,0.0,-0.0016139645907268763
2015-06-10,0.0,0.0,-0.004558926489345487,0.0,0.0002995168496310527
2015-06-11,0.0,0.0,-0.0015728962815090269,0.0,-0.0013438210275397945
2015-06-12,0.0,0.0,-0.002574571761353294,0.0,0.005881420507118605
2015-06-15,0.0,0.0,0.0008513742307376592,0.0,-0.007469268009683432
2015-06-16,0.0,0.0,0.001257841929587774,0.0,0.0003962146356712099
2015-06-17,0.0,0.0,0.0061717462692637715,0.0,-1.693233208031105e-05
2015-06-18,0.0,0.0,-0.004880425179209436,0.0,0.00140916123052107
2015-06-19,0.0,0.0,-0.003555531122618154,0.0,0.0015307949261055172
2015-06-22,0.0,0.0,-0.007156170693898598,0.0,8.475162448171036e-05
2015-06-23,0.0,0.0,-0.005228268101182461,0.0,-0.004263318360349092
2015-06-24,0.0,0.0,0.0002374131861836333,0.0,0.003078976426042721
2015-06-25,0.0,0.0,-2.0004111057658682e-05,0.0,-0.005719041398257867
2015-06-26,0.0,0.0,-0.007482223517687125,0.0,0.011428172870083124
2015-06-29,0.0,0.0,0.0026601757800509065,0.0,0.009144695127160932
2015-06-30,0.0,0.0,6.731108297887683e-05,0.0,-0.0034890716744706103
2015-07-01,0.0,0.0,-0.0008487689085243735,0.0,-0.0004709504468341768
2015-07-02,0.0,0.0,0.009421667116350192,0.0,-0.004689459681700907
2015-07-06,-0.0008292014131863531,0.0,-0.005117426567511465,0.002095207947134824,0.002968554233245436
2015-07-07,-0.009789277909054228,0.0,-0.005468879487227729,-0.0065000622041104655,0.0132316377010945
2015-07-08,-0.006229863393597174,0.0,-0.0021352220066226495,-0.006326160276164814,0.005977920395261774
2015-07-09,0.0034473545910708035,0.0,-0.0061525349842583,0.005341376355786834,0.001867694894704687
2015-07-10,0.006457724605045149,0.0,-0.0003536845171281857,0.006359127785971948,-0.00698308783996919
2015-07-13,0.002724275994047072,0.0,0.0006309501480312972,0.005559756172427381,-0.0009590079754227456
2015-07-14,0.00573805170262413,0.0,0.0026777299875930397,0.004394791592083797,-0.004620265068996845
2015-07-15,-0.001249718622766147,0.0,-0.001728596950008811,0.0004947010220227766,0.0005150196023705218
2015-07-16,0.002155827150109863,0.0,0.010316530548185227,0.005765595285663814,-0.009418344288234341
2015-07-17,0.0057833244517713905,0.0,-0.00043083783844631313,0.01311679921838285,-0.011873902968889122
2015-07-20,0.009321300884417186,0.0,-0.00388936049064468,0.011038857800290569,-0.005783423290037957
2015-07-21,-0.004015368580812537,0.0,-0.00682356309554952,-0.0029922870317100614,0.003804637968794046
2015-07-22,0.003470017684611903,0.0,-0.009941350783421048,0.01168546418289119,0.009535786392667122
2015-07-23,0.0017960171421472874,0.0,0.0043418137825751366,0.0006021925818962184,-0.0015280155844909558
2015-07-24,0.00656431395405967,0.0,0.0017945505328033342,0.01069987799354615,0.0006329128327136422
2015-07-27,-0.010193118878802344,0.0,-0.002807740454793005,-0.008736769455698644,0.0036092203941964105
2015-07-28,-0.0014190589094666972,0.0,-0.0042426310257770924,-0.006508510213733871,-0.01210627703332895
2015-07-29,-0.0020404152528584194,0.0,-0.0024632775538853792,-0.00033288183591426504,0.0035926761191244997
2015-07-30,0.00271261656739795,0.0,0.0010449269133247824,0.005424482440737127,0.00010392938016899481
2015-07-31,0.004707469174815121,0.0,-0.004128689983995295,0.003121145935679544,0.0029260823327284186
2015-08-03,0.0007172254027749635,0.0,0.004467483286055677,0.0053039182644824545,0.0049622886291329485
2015-08-04,0.004596186026036251,0.0,-0.003042095959170981,0.007315345227494181,0.004190015495468279
2015-08-05,0.0031379742855146514,0.0,-0.0022385267352483928,0.0028041140913346893,-0.004878806590204392
2015-08-06,-0.015920384625476305,0.0,0.0009950725555617351,-0.007984801447238916,0.01590925070059249
2015-08-07,-0.0013392958210222902,0.0,0.0012526427188074788,0.0055511113666234044,-0.005471816008504698
2015-08-10,-0.0061824783758496725,0.0,0.00539905889676259,-0.00796981631355409,-0.004340262053801516
2015-08-11,0.0007377322793066365,0.0,0.0015501866530286956,0.00805387110254895,0.004032929047471977
2015-08-12,-0.008757861842925874,0.0,0.004565945268532533,-0.009420208120550142,-0.004192402000545472
2015-08-13,0.005046623984026646,0.0,0.000736446968383651,0.007214003601625328,0.0026946881372255566
2015-08-14,-0.00015856370805192874,0.0,-0.003479306500342922,0.004890935665484799,-0.0011511588153969676
2015-08-17,0.012065128773264407,0.0,0.002315540680642601,0.007249697969544949,-0.009482374314754741
2015-08-18,0.00720228915112793,0.0,-0.007184081747145999,0.011783399564923984,0.0027438833896774417
2015-08-19,0.00739021562482135,0.0,-0.0015615106098518733,0.008781098020545152,0.0017344228027167553
2015-08-20,-0.002901017003566913,0.0,0.00024377770955283026,0.0017966110290664541,0.01966288577580834
2015-08-21,-0.0021726907824252267,0.0,0.002671319821078162,-0.002416006158411685,0.00979498436615953
2015-08-24,-0.010370659945041417,0.0,0.004980489504037962,-0.007113567684907819,0.009494710844736173
2015-08-25,0.00681027851341252,0.0,-0.0026955988752366024,0.008662269052991079,-0.007123691664539328
2015-08-26,-0.004189919109174406,0.0,0.00348714717520774,0.00035498221085929205,-0.01738704526499552
2015-08-27,0.005383659149216624,0.0,0.005074920922843399,0.007643757164841929,-0.019392747310188398
2015-08-28,-0.005684781033480676,0.0,0.002402710896547256,-0.004297293010927376,-0.010678568278284601
2015-08-31,-0.007043617699324472,0.0,0.003910629342271283,-0.006397418654211764,0.0007549559309439676
2015-09-01,0.0006557440103894946,0.0,-0.005035337388907952,-0.002828603914116278,0.014878871391048092
2015-09-02,0.0009851771442677508,0.0,0.0004943694722677958,0.007252337440399461,-0.013043370472429618
2015-09-03,-0.0028187002023165797,0.0,0.0007597200361842825,-0.0008766903200804984,0.009209859423430146
2015-09-04,0.003343679288632261,0.0,-0.0018098890862222137,0.0024884522766582366,0.0002912488308243026
2015-09-08,-0.0031555354897176806,0.0,0.002634517699152239,0.001757412342374861,-0.011237230398276121
2015-09-09,0.002230206964929194,0.0,0.002854792339280888,0.0037710094044740017,-0.002193851070044623
2015-09-10,0.000706912811001356,0.0,-0.0008372280116806857,0.004064169676659679,-0.007902063714007512
2015-09-11,0.0018158784237270612,0.0,-0.0010298162499450892,0.007371260919924398,0.0013556395435575363
2015-09-14,-0.0017461738910657457,0.0,0.002931781997453543,-0.0013135096747262376,-0.00041747523876063566
2015-09-15,-0.0009649898025934165,0.0,-0.002022631217110618,0.0009090145950750635,6.58699685509214e-05
2015-09-16,0.00046812920164775,0.0,-0.0010855772852481514,0.0004271160109491131,-0.0002426870308695414
2015-09-17,0.010739088414228494,0.0,-0.006514015934502106,0.012363370055806814,-0.007887360957809918
2015-09-18,0.006389526088960547,0.0,-0.00021801595027856613,0.012322685105999332,-0.0023426355282852394
2015-09-21,0.0012604749813033365,0.0,0.0014363965095932464,0.010066761657152814,0.0026726809738033142
2015-09-22,0.005096494689999126,0.0,-0.005701724171337363,0.003412276471084927,0.004673873412781682
2015-09-23,0.001207736425814,0.0,-0.0001441359634815665,0.006691011899199723,-2.9719959421908122e-05
2015-09-24,-0.005602088642358205,0.0,0.008670189627191715,-0.0033499786369905866,0.0015116350408081144
2015-09-25,-0.009281928977128043,0.0,0.00904822927866089,0.0008344153349594181,0.00787807092749482
2015-09-28,-0.015474981631104858,0.0,0.0035392204121902394,-0.009511075941197718,0.020179532507483555
2015-09-29,-0.0066182571785992515,0.0,-0.0069362262413895925,-0.006401341533009464,0.0047876353379236285
2015-09-30,0.007030162761106851,0.0,0.001213002131638257,0.005964827389363214,-0.01757467253089393
2015-10-01,0.01103565919771723,0.0,-0.013856562063297218,0.007246620788165197,-0.00497908592292042
2015-10-02,-0.004191959870342536,0.0,0.003926322726446406,-0.00026121466114495395,-0.01109017823529009
2015-10-05,-0.005288440298934969,0.0,0.0007025503346665424,-0.00255392994850907,0.006275027957059812
2015-10-06,-0.006286053507294606,0.0,0.004883867265994583,-0.0006008380001360971,0.007131372244005279
2015-10-07,-0.013534531204664624,0.0,-0.0006181874869497653,-0.007850421090084424,0.007650376027322849
2015-10-08,-0.003416655725341172,0.0,-0.010080784218058973,-0.0008724608091169282,0.009924825063329706
2015-10-09,0.0025104912504316287,0.0,-0.00611117139628865,0.003943288389378143,-0.0028313389632019658
2015-10-12,0.004468683298539288,0.0,-0.002877172890530445,0.0054696342377732925,0.0004557252096813137
2015-10-13,0.009388379418057879,0.0,0.004416810361871108,0.00581301250150632,-0.0017930391125921359
2015-10-14,-0.006634297555207381,0.0,0.006755222546077097,0.0038232175066187065,-0.012468230261282713
2015-10-15,0.006797651274866224,0.0,-0.0009809283311061553,0.0015420720759935155,-0.011469108776943461
2015-10-16,0.008986420406996558,0.0,-0.0006703066012247625,0.011663050314995125,-0.004973611908354525
2015-10-19,0.006586635030784359,0.0,-0.0036660318220113042,0.00824126019597379,0.0026011466346408533
2015-10-20,-0.013481076219373974,0.0,-0.0017312599383464337,-0.007195690232799215,0.01872270525325672
2015-10-21,-0.004118536047690304,0.0,-0.0009698097526995922,-0.0024538290745553843,0.0095993215683378
2015-10-22,-0.0022438701542930525,0.0,0.005000884472307968,0.008282195580788103,0.003763337882667063
2015-10-23,0.0003777830118961798,0.0,0.002335785536563481,-0.001100258148207937,-0.018220805372685677
2015-10-26,0.00884807756253118,0.0,-0.00603846743581422,0.009655538624681312,-0.001198759170601785
2015-10-27,0.0034209345694299247,0.0,-0.003219663445064814,0.005795939002981401,-0.005708279522070021
2015-10-28,-0.006058871345522814,0.0,0.004647901991430111,-0.005486009451100237,-0.013951507357419698
2015-10-29,-0.0021014081440635956,0.0,-0.00529335349606507,0.0010309931071072365,0.008985588683194962
2015-10-30,-0.004720616038232003,0.0,0.006219717507612678,-0.002554691128727562,-0.003752109377958065
2015-11-02,-0.00934044785423404,0.0,-0.00249681493440973,-0.009616573062314955,-0.011862320739837937
2015-11-03,-0.005901227661616114,0.0,-0.001129325923395757,-0.0016556957311975459,0.0017321068412938629
2015-11-04,0.00040062949137202554,0.0,0.010507467072818613,-0.0060463500111809015,-0.01187878092775066
2015-11-05,0.017929550128649042,0.0,-0.004613201292702955,0.016855670932727503,0.0012592373295104756
2015-11-06,-0.004762794505371111,0.0,0.006419165237232445,0.006926521724458183,-0.01618051217834167
2015-11-09,0.004602590235091044,0.0,-0.002758389025960253,0.0029463919237074625,0.0043343791772553555
2015-11-10,0.014762000942582456,0.0,-0.01354464766316606,0.01532232433485068,0.011719808961236415
2015-11-11,0.007822755581589654,0.0,-0.0021841328408198093,0.007066231410412176,0.0008265644112165308
2015-11-12,0.005118573222642555,0.0,0.0040017974360429965,0.004733574514640564,0.002195297294817957
2015-11-13,-0.006771128308599779,0.0,-0.00429308797434097,0.0006958778501891388,0.006831924493895376
2015-11-16,-0.006985932973141255,0.0,0.004243800112011205,-0.006709888028970188,-0.002439649668003613
2015-11-17,0.0008126729585731319,0.0,-0.006700463583542685,0.002310573365813594,-0.0009057748457541627
2015-11-18,0.0066947469074816225,0.0,0.0044546708044418855,0.010395978100989054,-0.004017320912307115
2015-11-19,0.0007563965873575431,0.0,0.006382324406209333,0.003233829242578818,0.008027848733819575
2015-11-20,0.00838950785767507,0.0,-0.004621100864866672,0.011973882085269871,-0.006279256787513767
2015-11-23,0.007089485979912855,0.0,-0.006044892473297737,0.006700393848288781,0.0036873133930074497
2015-11-24,-0.008016205759838326,0.0,0.005329782648199123,-0.006899172871581988,-0.004674861005000438
2015-11-25,7.830089267164527e-06,0.0,-2.241685453447523e-06,0.0007292061186464735,-0.003026708447996853
2015-11-27,0.0007141800875831894,0.0,0.0023334069868002827,0.000231571031807888,0.0008415035473648888
2015-11-30,-0.0016400356783633037,0.0,0.004921532351198107,-0.0003839251224635621,-0.0006611717682297891
2015-12-01,0.0025489066594292994,0.0,0.0028605576972396997,0.006105719886350395,-0.012784995631928843
2015-12-02,0.003597038512378526,0.0,-0.005069332862922393,0.0052171757311917834,-0.0018261139274128972
2015-12-03,-0.0025971693008139847,0.0,0.009317253804545277,0.0035324529982118814,0.005063669215589296
2015-12-04,0.00767546156308321,0.0,-0.005800630362482132,0.00832277523132063,0.0013501760836744682
2015-12-07,-0.0045015726061688535,0.0,0.007744234431001515,-2.5406162839605034e-05,0.01095724392219783
2015-12-08,0.013942548913514274,0.0,-0.005446968232802123,0.01851329430289175,-0.000744580869494367
2015-12-09,-0.009023315409971519,0.0,0.0005300057539236267,-0.011500030473821522,0.0020724729267992126
2015-12-10,-0.0020067690558243315,0.0,-0.000882357673610465,-0.0007800634545362777,-0.004346799851951926
2015-12-11,0.0035110591841507194,0.0,-0.0031957210879060838,0.00751307110250138,0.008124955392984606
2015-12-14,0.006175171912708182,0.0,-0.0035521276091084733,0.004036931707293495,-0.0035908734691652185
2015-12-15,-0.0064279206374434515,0.0,-0.003211998773209849,-0.006487766779027746,-0.010571850699784176
2015-12-16,-0.0012190147329000298,0.0,0.002282837176489739,-0.0015333893063477627,0.0015101416988844742
2015-12-17,0.00779907095342983,0.0,-0.002701473879705164,0.011278288299799169,0.0024246080562069974
2015-12-18,-0.003638490173099966,0.0,0.003304334147524131,-0.004487363102699923,-0.0010244732353592093
2015-12-21,-0.0021756277062426714,0.0,0.0036559975355335917,0.0022226745468776994,-0.0044135334510848855
2015-12-22,-0.0010542234530572575,0.0,-0.0038064146656917736,0.0003496726105979321,0.0030534339361442684
2015-12-23,-0.012265116739884696,0.0,0.003172143814101293,-0.009826778829194588,-0.0005246976955467549
2015-12-24,-0.00043278755894944013,0.0,-0.0007015580467946292,-0.00041994884169712764,-0.0002836142165977859
2015-12-28,0.008547378576036688,0.0,0.0007074527880657207,0.008090606777468586,0.0004843585769700523
2015-12-29,-0.0018006927786933039,0.0,0.0036751908168158303,-0.0021415984820529754,-0.006441657764861022
2015-12-30,-0.0012441314527924293,0.0,-0.002090813001589739,0.0014144803697765202,0.0019723449054452977
2015-12-31,-0.004957323532864544,0.0,-0.0002019629952202326,-0.006413298787016771,0.0010338987817709294
2016-01-04,-0.00496800173494159,0.010069072005678739,-0.0016862243074738867,-0.00285405727750831,0.012118867581925622
2016-01-05,0.0040491538306617406,-0.003842905835218788,-0.001476125045287215,0.007011019500186759,0.008805746848505061
2016-01-06,0.0018566413922491698,-0.0018497394241036094,-0.0038557645379832875,0.003815289443687947,0.010817938543316929
2016-01-07,-0.014705506586771614,0.00868495180987619,0.005345626000995921,-0.0036720658285504457,0.01851862476532761
2016-01-08,0.0008741278369614643,-0.004173798920153286,-4.920706485294149e-05,0.0034472193700494664,0.003961228080060893
2016-01-11,0.013058935822589761,-0.004146168417030192,0.0018777447145350299,0.010041587155665926,0.012310817215560148
2016-01-12,-0.00029325036217871074,-0.0015801257732448778,-0.005413566598253275,-0.003578687573037996,-0.010074474061897438
2016-01-13,-0.004107292687913312,0.005379413509447761,-0.00257129894957785,0.004089185632352898,0.014069819186587063
2016-01-14,-0.013054097035528268,0.008437660822678788,-0.0007300493843165456,-0.011625212674915978,-0.019820141648964854
2016-01-15,-0.010383471515739064,-0.0015908091074543391,-0.005341847098752739,-0.004170974062452985,0.008729851673905581
2016-01-19,0.00914812598850076,-0.011041810901380381,0.0012120525489317724,0.014366459570672934,0.010413447637092243
2016-01-20,0.006179255656378908,-0.0073405495637396245,-0.0021051780041345444,0.0010588761694955776,-0.01310978086150038
2016-01-21,0.00538203601600875,-0.0005369233330799507,0.003245789299485015,0.006173826345987586,0.005170332798137585
2016-01-22,0.0037012945030692017,-0.00706750271524121,-0.002993146242982688,0.0012375869886006412,-0.006975421210372241
2016-01-25,0.007559432562645645,-0.004780445921254975,0.004709002112954514,0.01010918364873693,0.008618577890272153
2016-01-26,-0.00483667809991704,0.014032851331375636,0.0037036258973368093,-0.004609360867203533,-0.00012854939157120118
2016-01-27,0.0030912463563251644,-0.0009571378142317951,0.0011896769958781635,0.008306840237686098,0.018068648874030386
2016-01-28,0.024245672957339245,-0.012908785118510291,0.004972213497444122,0.023814722348210048,0.0002502002736576355
2016-01-29,-0.0002843807411342901,-0.0033112943274737176,-0.00552811213098604,-0.005695936679821892,0.0006712715707220228
2016-02-01,-0.0021014300724533463,-0.0038695598883022094,0.0022877046488088745,0.0023622347273576146,0.00027010224450106147
2016-02-02,0.0006706384712991537,-0.010753636152862501,-0.004606284573938645,0.015052406019685091,0.02432218196614312
2016-02-03,-0.014260949251339625,0.015819248273372385,0.0011822353664770742,-0.011040386563664219,-0.0033495333857143047
2016-02-04,-0.013423987566936932,0.019355052500913336,0.007526667985097605,-0.012676301618135304,-0.012241984366869546
2016-02-05,-0.011136831594564953,0.01910928879681999,0.008941338669938681,0.010092541295384944,0.04320237272150028
2016-02-08,-0.0035474014879397914,0.007127632044491851,0.005920790292694891,0.016983507542061148,0.029910429839536463
2016-02-09,0.0058691107136664596,-0.007620333679419834,-0.014067467113190459,-4.505814859554098e-06,0.0041732812263957095
2016-02-10,0.007122087982449464,-0.01256831817104424,-0.015730823919968544,0.003000401492956379,-0.00732863668664422
2016-02-11,0.009074962304789113,0.0040413749509182455,0.006904390704441151,0.001169700230379554,-0.011560293353682378
2016-02-12,-0.007608017438545332,0.01009425374262505,0.00046549170082225283,-0.008021933037624463,-0.007173254340781549
2016-02-16,-0.004416381628097578,-0.001843633702485456,0.0058997472975229216,-0.009019647682767001,-0.014034372878835653
2016-02-17,-0.004259067563046556,0.00531694638665163,0.0021329512368969683,-0.006261493286444457,-0.025365741999260505
2016-02-18,0.005526982599812283,-0.008383382752829086,0.007866980344019203,0.013196044307930855,0.006422127958131558
2016-02-19,-0.0013109687211271385,-0.0043216305076268224,-0.00029962181954707075,-0.001431167149510136,-0.004806786699978847
2016-02-22,-0.0031950670366233495,0.0020474971945874665,0.00910002744342046,-0.0037463638455135506,-0.016268223944828145
2016-02-23,0.0060224586209525754,-0.013116795395263128,-0.0035474688137334225,0.0065967248788188475,0.013052329503923335
2016-02-24,-0.0025479823652629187,0.005586441828556528,0.006795043872607321,0.001203260944868975,-0.0018226678298042809
2016-02-25,-0.0033627041345184495,0.001309406528018196,-0.00015493293250465334,-0.0034149465297948697,-0.004888053069674544
2016-02-26,-0.008371251486739097,0.0044265881300677296,-0.0007387561354967034,-0.012538581056127814,-0.013797958207195723
2016-02-29,0.003972399798066888,-0.0032057834057850933,0.0067653636329376215,0.007794886720402582,0.008631830468444646
2016-03-01,0.0017089393051266909,-0.004892721464945227,-0.004705038240331819,-0.006368504402366901,-0.01810750529959037
2016-03-02,-0.0012306953762399007,0.0028407896115367694,0.001475023885753149,0.0012006363532952348,0.00016295243802499264
2016-03-03,-0.007444228583185952,0.004367203189391102,0.0012917099260329468,-0.004739134152554676,0.0008310809465753046
2016-03-04,-0.003547421029248429,0.004144626329573693,0.009656472990880531,-0.0009998660393685539,-0.0012537333214159025
2016-03-07,-0.006523500113100746,0.013792921568105262,0.005824932911193215,0.003791267712226965,-0.00021127822062288895
2016-03-08,0.013153931439495871,-0.013344340737806715,-0.003281667857090817,0.015625159923985325,0.018388518456898553
2016-03-09,0.0027678861776111122,-0.002192398195357468,0.004180452531312663,0.0059941762492530535,-0.008129616642637031
2016-03-10,0.004923051461195882,-0.001540386823914375,-0.00028310815217843713,0.005264154954269271,0.004376778033990059
2016-03-11,-0.013223426299156349,7.602250105370224e-05,0.0001073092231206052,-0.012495858405620043,-0.011092417706708553
2016-03-14,-0.0004926823930819868,-0.005879965886632772,-0.0005866429792200265,-0.0002911169579336237,-0.0020732745005086583
2016-03-15,0.007526747299726666,-0.006078349430419914,0.0008437698846325259,0.0073970422317217645,0.0016311461194797195
2016-03-16,-0.0005043804765216082,-0.004662826851828154,0.004400821676960206,0.0009804076243273467,-0.00628249215351245
2016-03-17,0.0025190888189742166,-0.002376947175139355,0.00042776355142108095,0.005712375054928863,0.003915320297597794
2016-03-18,-0.01288624677791845,0.008287685633522692,-0.0008067715551671514,-0.007568411278705815,-0.010579917943739496
2016-03-21,0.001362529235187327,-0.0030504158513656628,0.002644996754770419,-0.0008000915225761962,0.00016768660506040912
2016-03-22,-0.005228216498823698,0.0022713740048366793,0.0007306262548760417,-0.0028747073482861423,-0.004845170384049254
2016-03-23,0.014449331971102786,-0.009706114064921834,-0.007058533664360288,0.01312208495354475,0.012217261834008425
2016-03-24,0.003746598497108866,-0.007403862081938136,0.0047909570165932044,0.006760458874200631,-0.0014434369130116337
2016-03-28,0.0009612707265756742,-0.005255005468069222,-0.0011998384074690307,0.0036378592035097228,0.0030499773579181835
2016-03-29,0.0032488910969347695,-0.0050852138088600275,0.001598694750393712,0.00286178097577829,-0.0023745245868780403
2016-03-30,-0.004076682828327615,0.0036789822657044384,0.0006119108835964358,-0.0039407124839406235,-0.003919729132357247
2016-03-31,-0.0011937724818686228,-0.0007813227154921266,-0.0024115439695392626,-0.0009634277431177052,0.0014932198629878735
